,bathrooms,bedrooms,bhk,dist_arprt,host_count,latitude,longitude,metrostn_count,minstay,neighborhood,overall_satisfaction,price,rest_count,reviews,review_count,room_id,room_type
103,1.0,1.0,1.0,0.251721976604,8989,41.901014,12.471823,13,3.0,Municipio 1,2.0,83.0,77,0,140078,6874428,Entire home/apt
104,1.0,1.0,1.0,0.251721976604,8989,41.890984,12.470659,13,2.0,Municipio 1,5.0,121.0,77,61,140078,2439905,Entire home/apt
105,1.0,1.0,1.0,0.251721976604,8989,41.889125,12.505598,13,2.0,Municipio 1,5.0,109.0,77,38,140078,2440635,Entire home/apt
106,1.0,1.0,1.0,0.251721976604,8989,41.886465,12.467831,13,1.0,Municipio 1,5.0,109.0,77,23,140078,2441667,Private room
107,2.0,1.0,1.0,0.251721976604,8989,41.895635,12.468992,13,3.0,Municipio 1,4.5,195.0,77,15,140078,2442771,Entire home/apt
108,0.5,1.0,1.0,0.251721976604,8989,41.894477,12.501736,13,1.0,Municipio 1,4.5,62.0,77,3,140078,6874497,Private room
109,2.0,1.0,1.0,0.251721976604,8989,41.895813,12.475484,13,3.0,Municipio 1,4.5,98.0,77,5,140078,2505653,Entire home/apt
110,1.0,1.0,1.0,0.251721976604,8989,41.902783,12.495551,13,3.0,Municipio 1,2.0,150.0,77,0,140078,6855586,Entire home/apt
111,1.0,1.0,1.0,0.251721976604,8989,41.890472,12.514732,13,1.0,Municipio 1,2.0,114.0,77,0,140078,6855605,Private room
112,1.0,1.0,1.0,0.251721976604,8989,41.895983,12.468898,13,2.0,Municipio 1,5.0,184.0,77,35,140078,2492307,Entire home/apt
113,1.0,1.0,1.0,0.251721976604,8989,41.901433,12.472575,13,3.0,Municipio 1,2.0,102.0,77,0,140078,6860380,Entire home/apt
114,1.0,1.0,1.0,0.251721976604,8989,41.907138,12.479687,13,1.0,Municipio 1,5.0,163.0,77,2,140078,6859544,Entire home/apt
115,1.0,1.0,1.0,0.251721976604,8989,41.90774,12.454152,13,1.0,Municipio 1,2.0,104.0,77,0,140078,2504245,Private room
116,1.0,1.0,1.0,0.251721976604,8989,41.912438,12.448245,13,3.0,Municipio 1,2.0,75.0,77,0,140078,2504371,Entire home/apt
117,1.0,1.0,1.0,0.251721976604,8989,41.896039,12.476868,13,3.0,Municipio 1,4.5,91.0,77,7,140078,2504700,Entire home/apt
118,1.0,1.0,1.0,0.251721976604,8989,41.891079,12.468064,13,1.0,Municipio 1,4.5,91.0,77,62,140078,2512591,Entire home/apt
119,1.0,1.0,1.0,0.251721976604,8989,41.893401,12.462313,13,3.0,Municipio 1,4.5,103.0,77,19,140078,2513094,Entire home/apt
120,1.0,1.0,1.0,0.251721976604,8989,41.887409,12.486362,13,4.0,Municipio 1,4.5,144.0,77,3,140078,2514009,Entire home/apt
121,2.0,1.0,1.0,0.251721976604,8989,41.893884,12.505447,13,1.0,Municipio 1,5.0,92.0,77,4,140078,2515434,Private room
122,2.0,1.0,1.0,0.251721976604,8989,41.888899,12.470699,13,3.0,Municipio 1,4.5,114.0,77,8,140078,2517657,Entire home/apt
123,1.0,1.0,1.0,0.251721976604,8989,41.907622,12.479617,13,3.0,Municipio 1,4.5,114.0,77,11,140078,2517903,Entire home/apt
124,1.0,1.0,1.0,0.251721976604,8989,41.906277,12.469998,13,2.0,Municipio 1,4.0,114.0,77,22,140078,2518020,Entire home/apt
125,1.0,1.0,1.0,0.251721976604,8989,41.887492,12.466004,13,3.0,Municipio 1,2.0,91.0,77,0,140078,2518035,Entire home/apt
126,1.0,1.0,1.0,0.251721976604,8989,41.906323,12.446879,13,2.0,Municipio 1,3.5,53.0,77,9,140078,2519839,Entire home/apt
127,1.0,1.0,1.0,0.251721976604,8989,41.905208,12.466528,13,2.0,Municipio 1,4.5,98.0,77,4,140078,2511005,Private room
128,1.0,1.0,1.0,0.251721976604,8989,41.909322,12.454819,13,2.0,Municipio 1,4.5,121.0,77,7,140078,6847560,Entire home/apt
129,1.0,1.0,1.0,0.251721976604,8989,41.904169,12.44701,13,2.0,Municipio 1,4.5,81.0,77,41,140078,2510693,Entire home/apt
130,1.0,1.0,1.0,0.251721976604,8989,41.889263,12.475018,13,1.0,Municipio 1,5.0,104.0,77,82,140078,2504769,Entire home/apt
131,1.0,1.0,1.0,0.251721976604,8989,41.903123,12.447555,13,3.0,Municipio 1,4.5,75.0,77,10,140078,2438450,Entire home/apt
132,1.0,1.0,1.0,0.251721976604,8989,41.911035,12.46382,13,1.0,Municipio 1,2.0,69.0,77,0,140078,6977922,Private room
133,1.0,1.0,1.0,0.251721976604,8989,41.896948,12.471557,13,3.0,Municipio 1,2.0,103.0,77,0,140078,6874622,Entire home/apt
134,1.0,1.0,1.0,0.251721976604,8989,41.904318,12.462883,13,2.0,Municipio 1,4.5,115.0,77,93,140078,2423949,Entire home/apt
135,1.0,1.0,1.0,0.251721976604,8989,41.911321,12.457754,13,1.0,Municipio 1,3.5,63.0,77,2,140078,2458301,Private room
136,1.0,1.0,1.0,0.251721976604,8989,41.90972,12.480432,13,2.0,Municipio 1,5.0,144.0,77,9,140078,2448940,Entire home/apt
137,1.0,1.0,1.0,0.251721976604,8989,41.897851,12.502544,13,1.0,Municipio 1,2.0,98.0,77,0,140078,2449453,Private room
138,1.0,1.0,1.0,0.251721976604,8989,41.896885,12.493605,13,3.0,Municipio 1,4.5,179.0,77,4,140078,2450362,Entire home/apt
139,1.0,1.0,1.0,0.251721976604,8989,41.89787,12.475913,13,2.0,Municipio 1,5.0,104.0,77,8,140078,6871623,Entire home/apt
140,1.0,1.0,1.0,0.251721976604,8989,41.901921,12.476258,13,3.0,Municipio 1,2.0,173.0,77,0,140078,2450558,Entire home/apt
141,1.0,1.0,1.0,0.251721976604,8989,41.884605,12.501329,13,3.0,Municipio 1,4.5,81.0,77,12,140078,2450676,Entire home/apt
142,1.0,1.0,1.0,0.251721976604,8989,41.889032,12.472445,13,2.0,Municipio 1,4.5,69.0,77,112,140078,2452519,Entire home/apt
143,1.0,1.0,1.0,0.251721976604,8989,41.902796,12.47861,13,1.0,Municipio 1,5.0,104.0,77,4,140078,6867464,Private room
144,1.0,1.0,1.0,0.251721976604,8989,41.917675,12.456576,13,2.0,Municipio 1,2.0,91.0,77,0,140078,6869662,Entire home/apt
145,1.0,1.0,1.0,0.251721976604,8989,41.912268,12.453729,13,1.0,Municipio 1,5.0,92.0,77,2,140078,2454099,Private room
146,1.0,1.0,1.0,0.251721976604,8989,41.894848,12.492722,13,3.0,Municipio 1,2.0,173.0,77,0,140078,2455473,Entire home/apt
147,1.0,1.0,1.0,0.251721976604,8989,41.903724,12.459894,13,1.0,Municipio 1,5.0,96.0,77,2,140078,6869541,Entire home/apt
148,1.0,1.0,1.0,0.251721976604,8989,41.903367,12.458291,13,2.0,Municipio 1,2.0,127.0,77,0,140078,2456550,Entire home/apt
149,1.0,1.0,1.0,0.251721976604,8989,41.897642,12.476165,13,3.0,Municipio 1,1.0,196.0,77,1,140078,2456709,Entire home/apt
150,1.0,1.0,1.0,0.251721976604,8989,41.899739,12.470964,13,2.0,Municipio 1,5.0,104.0,77,1,140078,6861670,Entire home/apt
151,1.0,1.0,1.0,0.251721976604,8989,41.898348,12.470626,13,3.0,Municipio 1,2.0,197.0,77,0,140078,2353818,Entire home/apt
152,1.0,1.0,1.0,0.251721976604,8989,41.906091,12.49922,13,1.0,Municipio 1,2.0,58.0,77,0,140078,6912957,Private room
153,1.0,1.0,1.0,0.251721976604,8989,41.878391,12.479945,13,3.0,Municipio 1,4.5,79.0,77,68,140078,2453749,Entire home/apt
154,1.0,1.0,1.0,0.251721976604,8989,41.89081,12.499961,13,1.0,Municipio 1,4.5,127.0,77,20,140078,2465134,Entire home/apt
155,1.0,1.0,1.0,0.251721976604,8989,41.890317,12.468391,13,2.0,Municipio 1,4.0,92.0,77,2,140078,6863255,Entire home/apt
156,1.0,1.0,1.0,0.251721976604,8989,41.891415,12.500108,13,2.0,Municipio 1,4.5,104.0,77,23,140078,2469284,Entire home/apt
157,1.0,1.0,1.0,0.251721976604,8989,41.898297,12.472516,13,3.0,Municipio 1,5.0,109.0,77,1,140078,6875306,Entire home/apt
158,1.5,1.0,1.0,0.251721976604,8989,41.88925,12.470664,13,2.0,Municipio 1,4.5,46.0,77,65,140078,2426016,Entire home/apt
159,1.0,1.0,1.0,0.251721976604,8989,41.902281,12.484363,13,2.0,Municipio 1,4.0,134.0,77,4,140078,2428231,Entire home/apt
160,1.0,1.0,1.0,0.251721976604,8989,41.891206,12.461145,13,3.0,Municipio 1,5.0,92.0,77,5,140078,2428415,Entire home/apt
161,1.0,1.0,1.0,0.251721976604,8989,41.897685,12.470394,13,3.0,Municipio 1,4.0,132.0,77,1,140078,2433485,Entire home/apt
162,1.0,1.0,1.0,0.251721976604,8989,41.896957,12.471469,13,3.0,Municipio 1,2.0,91.0,77,0,140078,6874785,Entire home/apt
163,1.0,1.0,1.0,0.251721976604,8989,41.895195,12.473946,13,3.0,Municipio 1,5.0,92.0,77,6,140078,2433568,Entire home/apt
164,1.0,1.0,1.0,0.251721976604,8989,41.894824,12.471289,13,3.0,Municipio 1,5.0,91.0,77,1,140078,6875195,Entire home/apt
165,1.0,1.0,1.0,0.251721976604,8989,41.896066,12.470483,13,3.0,Municipio 1,2.0,103.0,77,0,140078,6874154,Entire home/apt
166,1.0,1.0,1.0,0.251721976604,8989,41.892036,12.5005,13,3.0,Municipio 1,2.0,126.0,77,0,140078,6873960,Private room
167,1.0,1.0,1.0,0.251721976604,8989,41.897436,12.495777,13,2.0,Municipio 1,5.0,138.0,77,2,140078,2445377,Entire home/apt
168,1.0,1.0,1.0,0.251721976604,8989,41.899862,12.4838,13,2.0,Municipio 1,5.0,138.0,77,1,140078,2462692,Entire home/apt
169,2.0,1.0,1.0,0.251721976604,8989,41.902232,12.472751,13,3.0,Municipio 1,5.0,229.0,77,26,140078,2462730,Entire home/apt
170,1.0,1.0,1.0,0.251721976604,8989,41.900538,12.485098,13,2.0,Municipio 1,4.5,138.0,77,15,140078,2462820,Entire home/apt
171,1.0,1.0,1.0,0.251721976604,8989,41.89775,12.469379,13,3.0,Municipio 1,2.0,196.0,77,0,140078,2462975,Entire home/apt
172,1.0,1.0,1.0,0.251721976604,8989,41.888551,12.468291,13,3.0,Municipio 1,4.5,107.0,77,10,140078,2463824,Entire home/apt
173,1.0,1.0,1.0,0.251721976604,8989,41.903062,12.47888,13,1.0,Municipio 1,5.0,109.0,77,1,140078,6867436,Private room
174,1.0,1.0,1.0,0.251721976604,8989,41.910438,12.49293,13,2.0,Municipio 1,4.5,81.0,77,9,140078,2467095,Private room
175,1.0,1.0,1.0,0.251721976604,8989,41.909888,12.493264,13,2.0,Municipio 1,5.0,81.0,77,1,140078,2467214,Private room
176,1.0,1.0,1.0,0.251721976604,8989,41.906949,12.457842,13,2.0,Municipio 1,4.5,109.0,77,6,140078,2423389,Private room
177,1.0,1.0,1.0,0.251721976604,8989,41.897484,12.482212,13,2.0,Municipio 1,5.0,139.0,77,95,140078,2144721,Entire home/apt
178,1.0,1.0,1.0,0.251721976604,8989,41.902282,12.475889,13,2.0,Municipio 1,4.5,103.0,77,30,140078,2144801,Entire home/apt
179,3.0,1.0,1.0,0.251721976604,8989,41.897659,12.497862,13,1.0,Municipio 1,4.0,86.0,77,73,140078,2146469,Private room
180,1.0,1.0,1.0,0.251721976604,8989,41.894307,12.489223,13,4.0,Municipio 1,5.0,150.0,77,25,140078,1380573,Entire home/apt
181,1.0,1.0,1.0,0.251721976604,8989,41.905405,12.47671,13,1.0,Municipio 1,2.0,173.0,77,0,140078,7379908,Private room
182,1.0,1.0,1.0,0.251721976604,8989,41.89,12.508093,13,2.0,Municipio 1,2.0,144.0,77,0,140078,7297675,Entire home/apt
183,1.0,1.0,1.0,0.251721976604,8989,41.901016,12.504834,13,1.0,Municipio 1,4.5,75.0,77,23,140078,1379788,Private room
184,1.0,1.0,1.0,0.251721976604,8989,41.875257,12.485838,13,3.0,Municipio 1,2.0,127.0,77,0,140078,7296639,Entire home/apt
185,2.0,1.0,1.0,0.251721976604,8989,41.875613,12.484913,13,1.0,Municipio 1,4.5,21.0,77,7,140078,7290380,Private room
186,1.0,1.0,1.0,0.251721976604,8989,41.897141,12.469255,13,1.0,Municipio 1,4.5,150.0,77,111,140078,1409935,Private room
